Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Rowlet,55,722,grass,flying,98.3,95.8,154,1450375,50,1196,Leafage,Energy Ball,Seed Bomb,8,7,3,10000
Elgyem,54.7,605,psychic,none,134,94.7,132,1675163,49.5,1500,Confusion,Psychic,Dark Pulse,5,5,3,50000
Pineco (Shadow),54.7,204,bug,none,103.4,115.1,127,1511117,50,1253,Bug Bite,Rock Tomb,Sand Tomb,20,14,5,75000
Totodile,54.5,158,water,none,110.9,104.2,127,1467804,50,1279,Water Gun,Crunch,Aqua Jet,15,15,3,10000
Mesprit,54.4,481,psychic,none,124.1,125.8,116,1811528,18,1500,Confusion,Future Sight,Blizzard,6,7,20,100000
Flabebe,54.2,669,fairy,none,103.4,113.4,119,1395258,50,1202,Vine Whip,Psychic,Dazzling Gleam,7,9,3,50000
Hoopa,54.1,720,psychic,ghost,144.8,106.3,99,1524461,16,1488,Confusion,Shadow Ball,Psychic,5,5,20,100000
Musharna,54.1,518,psychic,none,113.7,108.9,159,1968272,20.5,1499,Charge Beam,Psyshock,Dazzling Gleam,5,7,3,50000
Gumshoos,53.9,735,normal,none,134.9,85.7,144,1664430,25.5,1500,Bite,Crunch,Hyper Fang,23,25,1,10000
Swirlix,53.8,684,fairy,none,104.2,112.6,145,1701231,50,1333,Tackle,Energy Ball,Draining Kiss,19,19,3,50000
Cubone,53.7,104,ground,none,88.2,133.6,127,1497128,50,1152,Mud Slap,Bone Club,Return,5,9,3,50000
Noivern,53.7,715,flying,dragon,126.4,110.7,127,1776882,20.5,1498,Air Slash,Hurricane,Psychic,8,7,5,75000
Chatot,53.5,441,normal,flying,140.4,78.4,145,1596254,32.5,1500,Peck,Sky Attack,Night Shade,9,11,5,75000
Pupitar,53.5,247,rock,ground,121.1,112.7,136,1856138,35,1500,Bite,Ancient Power,Crunch,23,23,5,75000
Vanilluxe,53.3,584,ice,none,131.5,116.8,110,1690058,19.5,1497,Frost Breath,Blizzard,Signal Beam,15,11,3,50000
Throh,53.2,538,fighting,none,110.3,107.8,170,2020070,21.5,1493,Low Kick,Body Slam,Focus Blast,7,15,5,75000
Cacturne (Shadow),53.1,332,grass,dark,148.9,83.5,121,1505536,23.5,1498,Sucker Punch,Grass Knot,Dark Pulse,8,8,3,50000
Koffing,52.7,109,poison,none,112.6,131.1,113,1667925,50,1373,Infestation,Dark Pulse,Sludge Bomb,5,5,3,50000
Ferroseed,52.5,597,grass,steel,81.5,142.9,119,1385595,50,1064,Tackle,Iron Head,Flash Cannon,17,24,3,75000
Swanna,52.5,581,water,flying,129.3,99.7,134,1727466,26.5,1498,Air Slash,Hurricane,Ice Beam,8,7,3,50000
Krabby,52.3,98,water,none,148.1,110.4,92,1504334,42,1499,Bubble,Vise Grip,Bubble Beam,4,4,3,50000
Gorebyss,52.1,368,water,none,136.9,118.5,101,1638002,22.5,1500,Water Gun,Psychic,Water Pulse,19,20,3,50000
Seadra,52.1,117,water,none,132.6,114.5,111,1685540,27,1499,Dragon Breath,Hydro Pump,Blizzard,25,25,3,50000
Axew,52,610,dragon,none,139.5,95.2,121,1607281,49,1498,Scratch,Dragon Claw,Aqua Tail,18,18,5,75000
Cherrim (Overcast),51.9,421,grass,none,122.9,115.2,129,1826290,27,1498,Bullet Seed,Solar Beam,Dazzling Gleam,7,6,1,10000
Throh (Shadow),51.8,538,fighting,none,110.3,107.8,170,2020070,21.5,1493,Low Kick,Body Slam,Focus Blast,7,15,5,75000
Koffing (Shadow),51.7,109,poison,none,112.6,131.1,113,1667925,50,1373,Infestation,Dark Pulse,Sludge Bomb,5,5,3,50000
Volcarona,51.7,637,bug,fire,138.7,105.5,109,1595270,15,1491,Fire Spin,Overheat,Bug Buzz,6,6,5,75000
Azelf,51.3,482,psychic,none,152.6,91.4,105,1464716,17,1500,Confusion,Future Sight,Fire Blast,6,7,20,100000
Meltan,51.3,808,steel,none,111.8,95.8,121,1295420,50,1207,Thunder Shock,Thunderbolt,Flash Cannon,7,8,20,100000
Komala,50.8,775,normal,none,137.1,110.2,108,1631813,21,1498,Rollout,Payback,Play Rough,5,5,3,50000
Accelgor,50.3,617,bug,none,143.2,84.3,129,1556853,22.5,1498,Infestation,Bug Buzz,Acid Spray,5,4,3,50000
Audino,50.3,531,normal,none,92.6,138.1,189,2416540,39,1499,Zen Headbutt,Disarming Voice,Hyper Beam,8,14,3,50000
Butterfree,50.1,12,bug,flying,126.7,111.9,124,1757032,31.5,1494,Confusion,Bug Buzz,Psychic,5,5,1,10000
Ponyta (Galarian),50,77,psychic,none,134.8,109.4,113,1666179,36.5,1500,Psycho Cut,Play Rough,Psybeam,7,7,3,50000
Pineco,49.6,204,bug,none,103.4,115.1,127,1511117,50,1253,Bug Bite,Rock Tomb,Return,20,24,5,75000
Deoxys (Speed),49.4,386,psychic,none,140.8,131.6,86,1592886,18.5,1499,Charge Beam,Psycho Boost,Thunderbolt,4,5,20,100000
Anorith (Shadow),49.3,347,rock,bug,147,92.1,113,1529912,43.5,1500,Struggle Bug,Ancient Power,Cross Poison,6,5,3,50000
Tentacool,48.1,72,water,poison,94.1,137.8,113,1465578,50,1176,Bubble,Wrap,Bubble Beam,5,4,3,50000
Timburr,47.8,532,fighting,none,125.2,85.7,164,1759945,50,1487,Low Kick,Brick Break,Rock Tomb,7,12,5,75000
Corphish,47.7,341,water,none,131.1,95.8,117,1469211,50,1391,Bubble,Aqua Jet,Vise Grip,5,4,3,50000
Anorith,47.6,347,rock,bug,147,92.1,113,1529912,43.5,1500,Struggle Bug,Ancient Power,Cross Poison,6,5,3,50000
Kadabra,46.1,64,psychic,none,163.7,90.1,92,1356485,26.5,1496,Psycho Cut,Shadow Ball,Return,7,8,3,50000
Shaymin (Sky),45.7,492,grass,flying,138.1,93.6,124,1604184,15,1489,Hidden Power (Grass),Grass Knot,Energy Ball,7,7,20,100000
Reuniclus,43.9,579,psychic,none,127.6,93.7,147,1756073,18.5,1500,Hidden Power (Fighting),Shadow Ball,Future Sight,7,9,3,50000
Munna,42.3,517,psychic,none,105.9,89.9,166,1580270,50,1294,Charge Beam,Psyshock,Dazzling Gleam,5,7,3,50000
Duosion,41.7,578,psychic,none,149.2,82.7,121,1492507,27.5,1493,Hidden Power (Psychic),Psyshock,Thunder,6,8,3,50000
Clefairy,41.3,35,fairy,none,102.5,103.4,157,1663540,50,1306,Zen Headbutt,Body Slam,Disarming Voice,6,8,1,10000
Mienfoo,41.3,619,fighting,none,143.6,93.8,116,1563337,48,1500,Low Kick,Brick Break,Focus Blast,7,15,3,50000
Solosis,41.1,577,psychic,none,152.9,79.8,120,1465025,50,1497,Hidden Power (Psychic),Psyshock,Thunder,6,8,3,50000
Spoink (Shadow),41.1,325,psychic,none,117.6,115.1,140,1896031,50,1495,Zen Headbutt,Shadow Ball,Mirror Coat,10,10,1,10000
Spoink,39.8,325,psychic,none,117.6,115.1,140,1896031,50,1495,Zen Headbutt,Shadow Ball,Return,10,12,1,10000
Shaymin (Land),37.5,492,grass,none,117.9,122.3,131,1888054,17,1492,Zen Headbutt,Grass Knot,Seed Flare,9,13,20,100000
Unown,37.4,201,psychic,none,126.9,89.1,125,1412738,50,1339,Hidden Power (Psychic),Struggle,,13,0,5,75000
Slaking,27.2,289,normal,none,139.3,83.6,138,1607595,12.5,1498,Yawn,Body Slam,Earthquake,3,6,5,75000
